,HIP,Parallax,RA,Dec,Vmag,Spectral_Type,Distance
36784,54757,18.38,111239.76,+232518.8,9.75,G,54.4069640914037
36789,54772,8.11,111247.95,+354348.4,9.77,G,123.30456226880395
36815,54803,41.49,111310.31,+001421.5,10.29,G,24.10219329959026
36822,54810,55.72,111313.42,+042856.7,8.7,G,17.946877243359655
36828,54817,4.53,111318.05,+102650.4,7.45,G,220.7505518763797
36832,54821 H,4.55,111320.30,+773730.1,8.59,G,219.7802197802198
36848,54842 H,9.83,111340.10,+410519.7,6.33,G,101.7293997965412
36850,54844 H,19.48,111341.22,+200744.9,6.93,G,51.3347022587269
36863,54857,15.94,111353.07,+021606.9,6.75,G,62.73525721455458
36867,54871,1.21,111406.09,+235034.4,8.24,G,826.4462809917355
36868,*54872,56.52,111406.41,+203126.5,2.56,G,17.692852087756545
36875,54879,18.36,111414.44,+152547.1,3.33,G,54.46623093681917
36884,54888,16.89,111419.59,+515811.4,11.45,G,59.20663114268798
36901,54915,10.99,111445.25,+431946.5,7.96,G,90.99181073703366
36902,54921,7.05,111448.28,+212825.5,8.37,G,141.84397163120568
36913,54952 H,68.13,111512.73,+732829.8,7.68,G,14.677821811243213
36915,54954,8.92,111513.42,+070209.1,9.4,G,112.10762331838565
36923,54967 H,7.8,111520.99,+273415.6,7.13,G,128.2051282051282
36927,54976 H,2.01,111525.78,+732816.7,8.05,G,497.5124378109453
36941,54990,4.09,111535.66,+581253.8,8.05,G,244.49877750611248
36946,54995 H,5.48,111536.72,+594643.4,8.63,G,182.4817518248175
36949,54998,10.24,111538.96,+042840.9,8.32,G,97.65625
36958,55022,7.69,111554.11,+020512.2,9.21,G,130.03901170351105
36965,*55029,5.27,111556.35,+123649.0,6.82,G,189.75332068311198
36970,55034,7.77,111558.03,+503826.9,9.21,G,128.70012870012872
36993,55077,31.07,111633.03,+262741.4,10.52,G,32.1853878339234
37003,55102,3.6,111653.98,+035713.7,9.91,G,277.77777777777777
37005,55104,6.55,111657.13,+260339.3,11.1,G,152.67175572519085
37016,55115 H,6.88,111703.53,+291926.3,9.86,G,145.34883720930233
37023,55122 H,3.18,111709.30,+074444.0,10.0,G,314.4654088050314
37037,55136,2.36,111715.99,+165714.9,8.5,G,423.7288135593221
37057,55161,9.23,111736.00,+462322.5,11.12,G,108.34236186348862
37063,55167,4.86,111742.78,+122359.2,7.6,G,205.76131687242798
37073,55182,1.78,111755.15,+405014.4,8.98,G,561.7977528089888
37089,55203,12.59,111811.24,+313150.8,3.79,G,79.42811755361399
37094,55209,5.74,111821.04,+115904.6,6.66,G,174.21602787456445
37096,55216,16.1,111826.56,+455159.7,9.16,G,62.11180124223602
37098,55218,6.67,111828.66,+421859.2,6.94,G,149.92503748125938
37104,55234,9.63,111838.94,+162751.4,8.12,G,103.84215991692626
37106,55246,10.79,111851.53,+103547.6,7.69,G,92.67840593141798
37131,55281,11.36,111919.66,+362948.4,11.76,G,88.02816901408451
37143,55323,16.28,111944.41,+061126.8,9.2,G,61.42506142506142
37160,*55360,109.95,112009.03,+655045.7,9.31,G,9.095043201455207
37177,55397,9.45,112035.52,+622151.3,8.0,G,105.82010582010582
37181,55406,19.51,112047.83,+333703.0,10.09,G,51.25576627370579
37188,55413,17.69,112054.94,+373843.7,11.45,G,56.529112492933855
37191,55416,13.83,112056.04,+022521.3,7.58,G,72.30657989877079
37193,55418,14.55,112056.91,+514541.2,7.32,G,68.72852233676976
37197,55423,10.87,112059.06,+045250.1,7.16,G,91.99632014719411
37198,55424,8.91,112059.14,+205128.8,8.2,G,112.2334455667789
37201,55427,9.81,112102.50,+070352.5,8.08,G,101.9367991845056
37209,55440,1.61,112111.41,+272924.9,9.27,G,621.1180124223603
37220,55461,0.73,112129.35,+111917.1,11.13,G,1369.86301369863
37230,55486 H,31.68,112149.44,+181124.8,7.93,G,31.565656565656568
37234,55490,6.67,112150.82,+451956.6,8.09,G,149.92503748125938
37235,55491,6.57,112151.24,+345136.9,8.73,G,152.20700152207002
37246,55507,40.36,112205.92,+465431.4,9.8,G,24.777006937561943
37247,55508,4.94,112207.04,+370515.5,9.25,G,202.42914979757083
37248,55509,1.45,112207.30,+370452.5,9.47,G,689.6551724137931
37256,55522,19.58,112219.07,+142643.7,10.46,G,51.07252298263535
37262,55533,4.22,112229.02,+172613.4,7.03,G,236.96682464454977
37274,*55565,4.25,112252.00,+444928.3,8.06,G,235.2941176470588
37279,55575,13.38,112303.20,+044942.0,9.64,G,74.73841554559043
37291,55592,8.72,112316.43,+195340.4,9.97,G,114.6788990825688
37294,55595,4.83,112317.97,+000755.4,6.05,G,207.0393374741201
37298,55599,20.69,112323.05,+062058.3,9.14,G,48.332527791203475
37312,55613,5.57,112337.28,+384137.4,8.87,G,179.53321364452424
37316,55617,3.16,112340.82,+284308.5,8.32,G,316.4556962025316
37325,55627,4.5,112346.46,+341433.9,9.26,G,222.22222222222223
37328,55630,9.36,112347.90,+520225.4,7.96,G,106.83760683760684
37336,55638,23.7,112351.82,+033709.1,8.8,G,42.19409282700422
37340,55642 H,41.26,112355.37,+103146.9,4.0,G,24.23654871546292
37345,55647,7.26,112359.16,+723749.1,8.7,G,137.7410468319559
37348,55650,8.93,112402.34,+012427.9,5.39,G,111.98208286674132
37349,55661 H,15.3,112415.72,+135407.1,8.34,G,65.359477124183
37357,55669,4.56,112423.44,+465412.2,8.84,G,219.2982456140351
37359,55681,5.44,112433.36,+214645.6,9.53,G,183.8235294117647
37386,55748,5.8,112520.42,+464427.6,8.69,G,172.41379310344828
37388,55750 H,5.19,112523.44,+060630.4,9.62,G,192.67822736030828
37393,55755,4.75,112527.84,+350959.2,8.77,G,210.52631578947367
37399,55781,10.17,112545.76,+264450.0,7.3,G,98.32841691248771
37404,55786,6.42,112548.42,+270926.3,9.88,G,155.76323987538942
37421,55808,12.4,112608.77,+224229.7,7.41,G,80.64516129032258
37428,55820,18.94,112625.23,+102522.5,8.65,G,52.798310454065465
37432,55844,2.54,112642.55,+262341.6,8.24,G,393.7007874015748
37434,55846,56.59,112645.75,+030045.6,6.49,G,17.670966601873122
37436,55848,55.59,112646.70,+030021.1,7.58,G,17.988846914912752
37449,55861,11.7,112657.56,+282426.2,7.65,G,85.47008547008548
37465,55877,3.33,112712.16,+330728.6,7.23,G,300.3003003003003
37473,55885,3.27,112715.57,+593321.3,11.4,G,305.8103975535168
37486,55903,12.23,112731.94,+240230.0,9.27,G,81.76614881439085
37496,55913,13.77,112738.09,+401215.4,9.7,G,72.62164124909224
37498,55915,32.57,112738.62,+035835.8,10.65,G,30.703101013202332
37505,*55922,23.02,112740.50,+123843.1,10.6,G,43.440486533449175
37506,*55923,4.16,112741.50,+584207.9,8.76,G,240.3846153846154
37510,55927,6.26,112742.52,+294925.8,9.18,G,159.7444089456869
37518,*55945,5.25,112756.23,+025122.6,4.95,G,190.47619047619048
37525,55972 H,7.73,112811.48,+554005.4,7.67,G,129.36610608020698
37527,55974,4.95,112812.55,+472723.5,8.1,G,202.02020202020202
37530,55982,19.21,112825.10,+024659.3,7.24,G,52.05622071837584
37536,55988,38.23,112827.91,+073112.9,10.21,G,26.157467957101755
37550,56002,4.23,112835.88,+391828.8,7.62,G,236.40661938534276
37565,56027 H,10.32,112858.78,+010537.9,9.81,G,96.89922480620154
37569,56031,13.47,112901.58,+633424.3,7.73,G,74.23904974016332
37572,56034 H,15.59,112904.16,+392013.0,5.3,G,64.14368184733804
37581,56048 H,1.92,112913.59,+060554.0,9.43,G,520.8333333333334
37587,56059,7.55,112922.64,+420530.5,8.91,G,132.45033112582783
37597,56079,12.56,112940.00,+073558.0,6.73,G,79.61783439490445
37598,56080,7.49,112941.86,+152448.2,5.74,G,133.5113484646195
37610,56092,25.84,112953.11,+542842.9,9.79,G,38.69969040247678
37619,56101,0.95,112958.49,+165907.0,8.8,G,1052.6315789473686
37623,56105,4.41,113001.55,+423941.4,8.36,G,226.75736961451247
37624,56106,3.29,113001.82,+245304.1,7.73,G,303.951367781155
37625,56107,6.36,113003.09,+315839.4,10.8,G,157.2327044025157
37631,56123,9.32,113017.97,+810214.1,8.42,G,107.29613733905579
37639,56136,9.39,113025.09,+090630.6,8.15,G,106.49627263045792
37646,56143,9.91,113027.14,+065038.0,9.91,G,100.90817356205852
37648,56145,22.21,113028.66,+433441.9,6.67,G,45.02476361999099
37649,56146,10.03,113029.08,+182435.1,5.54,G,99.70089730807578
37650,56147,4.94,113029.83,+485608.7,7.39,G,202.42914979757083
37682,56184,0.46,113059.97,+343208.9,10.09,G,2173.913043478261
37690,56197,7.99,113111.72,+361354.1,8.01,G,125.15644555694618
37698,56205,8.52,113120.18,+594203.1,8.24,G,117.37089201877934
37701,*56223,2.71,113133.60,+290012.3,9.27,G,369.00369003690037
37707,*56229,23.25,113136.50,+403001.5,9.8,G,43.01075268817204
37711,56238,61.76,113143.76,+224001.4,10.31,G,16.191709844559586
37715,56242,43.42,113145.14,+142153.9,6.27,G,23.030861354214647
37728,56255,2.67,113151.67,+241841.2,7.14,G,374.53183520599254
37730,56257,28.62,113153.95,+412621.1,7.35,G,34.940600978336825
37738,56265,2.32,113159.99,+301419.1,7.76,G,431.0344827586207
37747,56274 H,5.35,113212.54,+361450.4,6.59,G,186.9158878504673
37757,56291,10.52,113223.02,+763923.3,11.53,G,95.05703422053233
37760,56294,10.4,113223.61,+121216.0,8.4,G,96.15384615384615
37769,56303,11.86,113232.76,+390419.2,9.22,G,84.31703204047218
37783,56322,0.7,113249.94,+051636.1,10.12,G,1428.5714285714287
37785,56324,7.56,113250.31,+385152.0,7.88,G,132.27513227513228
37786,56325,1.84,113250.39,+492945.8,8.06,G,543.4782608695652
37796,56345,5.0,113302.05,+193202.8,8.51,G,200.0
37799,56358,0.77,113309.42,+753908.8,10.43,G,1298.7012987012986
37800,56359,11.8,113312.08,+330758.6,8.0,G,84.7457627118644
37807,56366,2.97,113315.48,+380718.0,9.57,G,336.70033670033666
37814,56373,1.12,113321.08,+263429.8,10.03,G,892.8571428571428
37819,56383,1.5,113329.44,+194047.8,7.01,G,666.6666666666666
37847,56421,3.51,113405.40,+055536.8,9.81,G,284.90028490028493
37855,56429 H,8.8,113409.93,+110126.1,6.54,G,113.63636363636363
37857,56431,1.7,113411.93,+220125.2,8.94,G,588.2352941176471
37867,56446,1.43,113422.50,+225311.6,9.32,G,699.3006993006993
37874,56453 H,5.47,113430.44,+274605.1,9.11,G,182.81535648994517
37877,56461,8.55,113435.95,+400927.0,11.24,G,116.95906432748536
37884,56468,3.57,113438.67,+232057.8,8.91,G,280.1120448179272
37889,56473 H,1.64,113442.50,+164748.9,5.95,G,609.7560975609756
37892,56486,6.52,113449.00,+321011.6,8.52,G,153.37423312883436
37910,56509,11.17,113504.55,+292529.2,9.15,G,89.52551477170994
37912,56516 H,3.68,113512.61,+352420.8,8.61,G,271.7391304347826
37919,56523,1.37,113521.63,+343034.8,9.01,G,729.92700729927
37920,56524,1.91,113521.76,+301953.4,9.05,G,523.5602094240838
37923,56527,2.37,113526.78,+291106.5,10.28,G,421.94092827004215
37939,56548,4.89,113540.84,+175229.3,7.27,G,204.4989775051125
37955,56569,4.17,113549.34,+035635.7,9.35,G,239.80815347721824
37956,56570,29.9,113549.35,+243642.0,9.34,G,33.44481605351171
37969,56593,2.95,113611.03,+565017.6,8.47,G,338.9830508474576
37974,56613 H,4.13,113628.51,+250147.3,7.01,G,242.13075060532688
38003,56662,65.28,113705.20,+294758.4,12.49,G,15.318627450980392
38004,56663,6.29,113706.38,+093913.9,10.2,G,158.9825119236884
38007,*56671,14.31,113713.43,+361257.7,8.53,G,69.88120195667365
38018,56687,0.53,113724.73,+254809.6,8.89,G,1886.7924528301885
38035,*56704,3.83,113734.87,+272644.0,8.16,G,261.0966057441253
38048,56717,6.74,113742.42,+214130.3,8.93,G,148.3679525222552
38056,56730 H,6.9,113751.96,+494833.4,7.91,G,144.92753623188406
38058,56732,7.19,113753.90,+214442.3,8.05,G,139.0820584144645
38066,56745,11.24,113804.67,+393320.9,9.92,G,88.9679715302491
38071,56750,9.4,113805.61,+315251.2,7.11,G,106.38297872340425
38084,56768 H,4.3,113819.37,+384516.8,8.83,G,232.55813953488374
38096,56780,7.87,113827.78,+200601.9,8.68,G,127.06480304955527
38102,56796,2.42,113837.54,+250043.4,11.67,G,413.22314049586777
38111,56815,14.28,113848.27,+550649.4,9.96,G,70.0280112044818
38112,56821,4.58,113852.11,+170606.3,8.53,G,218.34061135371178
38116,56825,5.54,113855.41,+234821.6,9.15,G,180.50541516245488
38118,56827 H,13.59,113857.29,+410835.2,7.77,G,73.58351729212656
38123,56832,29.15,113901.20,+060329.5,7.6,G,34.30531732418525
38131,56840,5.81,113910.29,+175017.9,8.01,G,172.1170395869191
38135,56849,3.34,113919.81,+685101.9,8.18,G,299.4011976047904
38141,56860 H,14.66,113928.60,+251805.8,7.78,G,68.21282401091405
38153,56872,7.85,113935.26,+190000.5,8.5,G,127.38853503184714
38156,56875,5.28,113936.53,+185948.3,7.2,G,189.39393939393938
38159,56878 H,2.37,113937.85,+265723.7,8.23,G,421.94092827004215
38160,56879,4.57,113938.00,+723259.9,9.22,G,218.8183807439825
38177,56900,9.43,113950.45,+315326.8,10.84,G,106.04453870625663
38182,56905,23.21,113954.11,+594140.4,11.59,G,43.084877208099954
38188,56921 H,7.43,114012.61,+260912.8,8.13,G,134.58950201884252
38194,56927,6.6,114014.17,+362831.1,8.16,G,151.51515151515153
38202,56940,4.0,114023.64,+481412.2,9.05,G,250.0
38216,56959,2.87,114036.44,+334110.3,8.77,G,348.4320557491289
38219,56962,2.19,114038.34,+222217.2,9.47,G,456.62100456621005
38221,56964 H,3.93,114038.68,+210210.9,8.31,G,254.45292620865138
38226,56969,1.32,114041.90,+312017.2,9.28,G,757.5757575757575
38230,56973,14.12,114045.71,+174251.5,9.19,G,70.8215297450425
38235,56983,0.46,114051.95,+474053.3,12.06,G,2173.913043478261
38255,57008,1.27,114114.04,+244821.5,8.36,G,787.4015748031496
38261,57014,6.93,114120.54,+440027.3,7.98,G,144.3001443001443
38266,57019,16.37,114125.51,+585556.5,9.41,G,61.08735491753207
38267,57020,11.8,114126.02,+585526.3,8.88,G,84.7457627118644
38271,57024,1.1,114131.14,+273737.0,8.63,G,909.090909090909
38282,57035,0.55,114138.41,+285118.4,9.87,G,1818.181818181818
38290,*57044 H,8.79,114143.10,+562712.7,9.23,G,113.7656427758817
38296,57050,90.66,114145.09,+424507.9,11.86,G,11.030222810500772
38301,57055,30.43,114148.92,+584939.8,11.69,G,32.86230693394676
38304,57058,32.26,114149.46,+050830.6,9.59,G,30.998140111593305
38310,*57069,4.2,114156.88,+341829.1,8.06,G,238.09523809523807
38311,*57070,4.1,114156.88,+232702.1,8.83,G,243.90243902439028
38316,57075,1.77,114200.53,+372101.5,9.28,G,564.9717514124294
38320,57084,6.14,114209.13,+025242.1,8.64,G,162.86644951140067
38323,57087,97.73,114210.51,+264230.8,10.67,G,10.232272587741736
38329,57098,1.63,114218.33,+364429.8,9.57,G,613.4969325153374
38330,57099,30.76,114218.50,+230136.3,11.58,G,32.50975292587776
38336,57151,0.37,114316.13,+202213.8,8.7,G,2702.702702702703
38344,57169,1.85,114328.56,+371426.7,8.39,G,540.5405405405405
38353,57183 H,7.02,114335.14,+104140.5,8.59,G,142.45014245014247
38360,57205,15.78,114348.25,+323320.2,11.13,G,63.37135614702155
38371,57221,12.52,114400.44,+645751.1,8.21,G,79.87220447284345
38384,57234,7.77,114407.43,+293448.4,8.06,G,128.70012870012872
38386,57241,3.68,114414.34,+593732.6,10.02,G,271.7391304347826
38389,57244,4.21,114417.66,+403220.2,12.02,G,237.52969121140143
38395,*57265,6.14,114436.04,+253212.1,10.38,G,162.86644951140067
38397,57272 H,4.58,114439.84,+533949.1,8.77,G,218.34061135371178
38401,57276,2.93,114442.38,+205607.5,9.39,G,341.29692832764505
38403,57278,3.89,114443.56,+341429.2,9.22,G,257.0694087403599
38417,57302,6.68,114459.19,+030417.0,8.59,G,149.7005988023952
38422,57307,5.37,114501.45,+193000.4,8.5,G,186.21973929236498
38426,57311,3.34,114504.13,+574806.4,9.79,G,299.4011976047904
38433,57318,0.58,114508.70,+213245.8,9.54,G,1724.1379310344828
38441,57326,7.71,114516.35,+431237.3,8.09,G,129.70168612191958
38451,57346,26.89,114528.45,+444100.0,11.17,G,37.18854592785422
38454,57349,19.17,114531.02,+474003.3,8.06,G,52.16484089723526
38456,57351,11.51,114531.54,+250640.0,8.4,G,86.88097306689835
38458,57353,9.54,114532.16,+453613.0,8.81,G,104.8218029350105
38459,*57355,9.55,114532.95,+453620.2,9.63,G,104.71204188481674
38484,*57385,10.17,114555.54,+473250.8,10.0,G,98.32841691248771
38489,57395,14.43,114559.61,+301359.6,11.6,G,69.3000693000693
38494,57400,4.05,114604.38,+265038.4,9.49,G,246.9135802469136
38502,*57408,5.51,114609.62,+392405.5,8.64,G,181.48820326678768
38517,57428,2.76,114623.54,+140726.3,8.69,G,362.3188405797102
38533,57449,3.92,114635.72,+302522.2,9.16,G,255.10204081632654
38534,57450,13.61,114635.96,+505259.4,9.91,G,73.47538574577517
38542,57463,5.01,114644.84,+061041.0,10.77,G,199.6007984031936
38549,*57470 H,7.3,114650.69,+150006.9,7.86,G,136.986301369863
38566,57487,6.93,114700.78,+531707.2,9.4,G,144.3001443001443
38582,57508,3.2,114716.23,+175126.2,9.19,G,312.5
38587,57513,4.77,114719.24,+242527.6,7.85,G,209.643605870021
38591,57517,4.78,114720.12,+272350.4,8.48,G,209.20502092050208
38596,57527,5.56,114726.48,+132310.6,9.05,G,179.8561151079137
38598,57529 H,10.85,114728.40,+200201.3,7.36,G,92.16589861751153
38601,*57532,16.91,114729.85,+770224.5,8.75,G,59.13660555884092
38606,57537,7.84,114732.97,+431009.6,8.56,G,127.55102040816327
38609,57540,3.0,114735.59,+225906.6,9.93,G,333.3333333333333
38610,57541,6.56,114736.11,+325818.8,9.9,G,152.4390243902439
38613,57544,185.48,114739.17,+784124.0,10.8,G,5.391416864351952
38617,57548,299.58,114744.04,+004827.1,11.12,G,3.3380065424928236
38624,57555,24.72,114749.05,+045917.0,11.4,G,40.45307443365696
38625,57556 H,5.6,114750.04,+494922.6,7.1,G,178.57142857142858
38630,57561,3.55,114754.87,+322927.5,7.86,G,281.69014084507046
38637,57568,1.66,114800.02,+272358.2,10.37,G,602.4096385542169
38640,57571,18.03,114801.97,+712128.3,11.38,G,55.46311702717692
38650,57586,2.82,114822.92,+422454.5,9.18,G,354.6099290780142
38654,57590,4.19,114825.05,+254639.8,11.14,G,238.6634844868735
38655,57591,11.49,114825.32,+282501.4,7.24,G,87.03220191470844
38664,57600,2.24,114833.92,+403814.3,8.9,G,446.4285714285714
38665,57601,8.99,114834.81,+460748.4,8.34,G,111.23470522803115
38668,57604,6.42,114836.59,+284759.8,7.05,G,155.76323987538942
38670,57606 H,13.48,114838.77,+141703.1,5.9,G,74.1839762611276
38676,57612,8.56,114843.72,+311229.7,8.73,G,116.82242990654206
38681,57617,15.06,114851.33,+184923.2,7.99,G,66.40106241699867
38684,57620,4.34,114851.89,+203017.5,8.67,G,230.41474654377882
38688,57624 H,3.02,114855.75,+334205.8,9.7,G,331.12582781456956
38696,57632,90.16,114903.88,+143420.4,2.14,G,11.09139307897072
38703,57639,1.13,114910.47,+671942.8,7.45,G,884.9557522123895
38707,57643,4.46,114912.34,+280717.1,7.37,G,224.2152466367713
38717,57663,1.78,114935.11,+163550.4,9.16,G,561.7977528089888
38720,57671,2.96,114942.94,+464503.3,10.19,G,337.83783783783787
38728,57679,12.14,114945.23,+672017.0,11.05,G,82.37232289950576
38739,*57705,9.97,115003.64,+424312.8,8.33,G,100.30090270812437
38742,57713,21.01,115007.99,+045428.3,9.19,G,47.596382674916704
38745,57721,5.98,115014.49,+130049.3,8.48,G,167.22408026755852
38749,57725,4.31,115017.12,+523347.1,11.98,G,232.01856148491882
38771,57757,91.74,115041.29,+014555.4,3.59,G,10.90037061260083
38777,57768,2.05,115048.70,+183732.5,9.93,G,487.80487804878055
38782,57773,2.8,115050.55,+573917.4,9.46,G,357.14285714285717
38787,57778,1.05,115054.03,+162302.3,9.42,G,952.3809523809523
38792,*57788 H,2.07,115100.67,+365321.4,8.87,G,483.09178743961354
38799,57795 H,5.02,115104.21,+224435.7,8.92,G,199.20318725099602
38801,57802,116.92,115107.53,+351617.0,9.76,G,8.552856654122477
38804,57805,15.87,115109.51,+332229.9,6.25,G,63.0119722747322
38809,*57815,5.87,115121.02,+252011.4,9.97,G,170.35775127768312
38840,*57856,10.09,115156.54,+084922.0,7.93,G,99.10802775024777
38841,*57857,18.22,115156.45,+330711.7,10.97,G,54.88474204171241
38842,57858,10.78,115157.57,+084948.4,7.4,G,92.7643784786642
38843,57859 H,20.16,115158.07,+480518.8,8.97,G,49.6031746031746
38849,57865,6.19,115207.66,+614234.0,8.1,G,161.5508885298869
38853,57874,3.64,115211.35,+335052.1,8.61,G,274.72527472527474
38857,57878,1.87,115215.39,+001450.1,9.83,G,534.75935828877
38870,57901,16.48,115232.68,+273054.5,12.3,G,60.679611650485434
38877,57908,8.14,115238.88,+400753.2,8.62,G,122.85012285012284
38886,57922,4.15,115246.77,+281129.6,8.34,G,240.96385542168673
38893,57929 H,5.09,115252.64,+304938.2,8.59,G,196.46365422396858
38896,57932,3.23,115253.43,+134439.7,8.55,G,309.59752321981426
38905,57941,5.48,115256.09,+132516.1,7.51,G,182.4817518248175
38913,57949,33.34,115305.24,+185547.4,11.7,G,29.994001199760046
38915,57951,1.06,115308.32,+210034.4,10.15,G,943.3962264150942
38918,57954,4.13,115311.68,+422918.3,9.85,G,242.13075060532688
